Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
2257665	586	25793	107061	117326	RP11-625L16.4	LL22NC03-28H9.2	BCAT1	FBXO7	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.910181777	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.910181777, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2258062	51073	27429	119264	118165	CDABP0091	-	MRPL4	HTRA2	CGI-28|L4mt	OMI|PARK13|PRSS25	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.906540907	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.906540907, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2259359	23543	25793	117087	117326	RP1-41P2.9	LL22NC03-28H9.2	RBFOX2	FBXO7	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.895548253	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.895548253, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2260281	10141	54832	115444	120186	-	-	LINC01587	VPS13C	C4orf6|aC1	-	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.88773153	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.88773153, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2260781	5275	6622	111293	112506	-	-	SERPINB13	SNCA	HSHUR7SEQ|HUR7|PI13|headpin	NACP|PARK1|PARK4|PD1	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.882892549	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.882892549, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2260907	54682	23317	120101	116908	UNQ316/PRO361	-	MANSC1	DNAJC13	9130403P13Rik|LOH12CR3	RME8	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.881789118	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.881789118, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2261014	10092	54832	115399	120186	RP1-127C7.3	-	ARPC5	VPS13C	ARC16|dJ127C7.3|p16-Arc	-	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.88101762	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.88101762, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2261678	10136	25793	115439	117326	RP11-26H16.2	LL22NC03-28H9.2	CELA3A	FBXO7	ELA3|ELA3A	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.874558965	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.874558965, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2262125	25793	6500	117326	112391	LL22NC03-28H9.2	-	FBXO7	SKP1	FBX|FBX07|FBX7|PARK15|PKPS	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.870371907	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.870371907, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2262343	84502	23317	124103	116908	-	-	JPH4	DNAJC13	JP4|JPHL1	RME8	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.868169357	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.868169357, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2263399	5501	9627	111495	114986	-	-	PPP1CC	SNCAIP	PP-1G|PP1C|PPP1G	SYPH1|Sph1	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.857539056	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.857539056, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2264436	25793	2873	117326	109131	LL22NC03-28H9.2	-	FBXO7	GPS1	FBX|FBX07|FBX7|PARK15|PKPS	COPS1|CSN1	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.846933879	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.846933879, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2265655	5261	51422	111279	119531	RP11-2C24.4	-	PHKG2	PRKAG2	GSD9C	AAKG|AAKG2|CMH6|H91620p|WPWS	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.833655496	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.833655496, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2266007	81790	23400	123583	116973	-	RP1-37C10.4	RNF170	ATP13A2	ADSA|SNAX1	CLN12|HSA9947|KRPPD|PARK9	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.830104455	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.830104455, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2267441	51422	4744	119531	110819	-	-	PRKAG2	NEFH	AAKG|AAKG2|CMH6|H91620p|WPWS	NFH	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.813579932	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.813579932, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2268354	27341	4137	118153	110308	CTA-126B4.5	-	RRP7A	MAPT	BK126B4.3|CGI-96	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.803988158	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.803988158, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2268505	56125	23400	121065	116973	-	RP1-37C10.4	PCDHB11	ATP13A2	ME2|PCDH-BETA11	CLN12|HSA9947|KRPPD|PARK9	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.802078154	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.802078154, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2268534	84292	26058	124019	117520	-	-	WDR83	GIGYF2	MORG1	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.801673472	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.801673472, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2269098	10246	23400	115540	116973	-	RP1-37C10.4	SLC17A2	ATP13A2	NPT3	CLN12|HSA9947|KRPPD|PARK9	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.795033951	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.795033951, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2269277	55143	4137	120446	110308	-	-	CDCA8	MAPT	BOR|BOREALIN|DasraB|MESRGP	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.792804027	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.792804027, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2269366	100506658	23317	111004	116908	hCG_1988850	-	OCLN	DNAJC13	BLCPMG|PPP1R115	RME8	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.791898511	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.791898511, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2269800	9217	54832	114650	120186	RP5-1018E9.1	-	VAPB	VPS13C	ALS8|VAMP-B|VAP-B	-	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.787164634	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.787164634, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2270350	256691	1981	129176	108296	RP11-373A9.2	-	MAMDC2	EIF4G1	-	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.780046337	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.780046337, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2270901	148066	23400	127116	116973	-	RP1-37C10.4	ZNRF4	ATP13A2	RNF204|SPERIZIN|Ssrzf1|spzn	CLN12|HSA9947|KRPPD|PARK9	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.773704161	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.773704161, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2270947	29781	26058	118913	117520	-	-	NCAPH2	GIGYF2	CAPH2	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.773154944	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.773154944, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2272047	4137	8562	110308	114131	-	H14	MAPT	DENR	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	DRP|DRP1|SMAP-3	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.759429275	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.759429275, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2272283	5055	23317	111092	116908	-	-	SERPINB2	DNAJC13	HsT1201|PAI|PAI-2|PAI2|PLANH2	RME8	Affinity Capture-MS	physical	Huttlin EL (2017)	28514442	9606	9606	High Throughput	0.756449976	-	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.756449976, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID
2297616	4137	4087	110308	110262	-	-	MAPT	SMAD2	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	Affinity Capture-Western	physical	Ueberham U (2014)	24964035	9606	9606	Low Throughput	-	-	-	Tau protein immunoprecipitated with phospho-tau specific antibody AT8	-	BIOGRID
2327955	27429	57610	118165	121657	-	-	HTRA2	RANBP10	OMI|PARK13|PRSS25	-	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2327984	10296	27429	115584	118165	HLC10	-	MAEA	HTRA2	EMLP|EMP|GID9|HLC-10|PIG5	OMI|PARK13|PRSS25	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328025	27429	4289	118165	110435	-	-	HTRA2	MKLN1	OMI|PARK13|PRSS25	TWA2	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328045	27429	80232	118165	123195	-	PRO0852	HTRA2	WDR26	OMI|PARK13|PRSS25	CDW2|GID7|MIP2	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328094	27429	25852	118165	117376	-	S863-2	HTRA2	ARMC8	OMI|PARK13|PRSS25	GID5|HSPC056|VID28	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328631	2629	3052	108899	109302	-	-	GBA	HCCS	GBA1|GCB|GLUC	CCHL|MCOPS7|MLS	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328689	51133	26058	119320	117520	RP11-5F19.1	-	KCTD3	GIGYF2	NY-REN-45	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328796	26058	57530	117520	121589	-	RP11-74C1.3	GIGYF2	CGN	GYF2|PARK11|PERQ2|PERQ3|TNRC15	-	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2328817	26058	23303	117520	116895	-	-	GIGYF2	KIF13B	GYF2|PARK11|PERQ2|PERQ3|TNRC15	GAKIN	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329031	49854	26058	119066	117520	-	-	ZBTB21	GIGYF2	ZNF295	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329083	8844	26058	114371	117520	-	-	KSR1	GIGYF2	KSR|RSU2	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329167	6905	23317	112768	116908	-	-	TBCE	DNAJC13	HRD|KCS|KCS1|pac2	RME8	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329281	2629	1312	108899	107707	-	-	GBA	COMT	GBA1|GCB|GLUC	HEL-S-98n	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329318	4291	23317	110437	116908	-	-	MLF1	DNAJC13	-	RME8	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329407	64599	26058	122218	117520	PP3360	-	GIGYF1	GIGYF2	GYF1|PERQ1	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329538	23317	26098	116908	117548	-	RP11-383C5.6	DNAJC13	EDRF1	RME8	C10orf137	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329664	23317	199920	116908	128284	-	RP4-758N20.2	DNAJC13	C1orf168	RME8	-	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329787	23317	26145	116908	117576	-	-	DNAJC13	IRF2BP1	RME8	-	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329837	6242	26058	112156	117520	-	-	RTKN	GIGYF2	-	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329868	51552	2629	119605	108899	RP11-165P4.4	-	RAB14	GBA	FBP|RAB-14	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329881	55103	26058	120413	117520	RP4-595C2.1	-	RALGPS2	GIGYF2	dJ595C2.1	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2329946	23031	26058	116670	117520	-	-	MAST3	GIGYF2	-	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330008	57622	26058	121668	117520	-	-	LRFN1	GIGYF2	SALM2	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330259	57706	26058	121730	117520	RP11-230L22.3	-	DENND1A	GIGYF2	FAM31A|KIAA1608	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330287	57460	26058	121530	117520	-	-	PPM1H	GIGYF2	ARHCL1|NERPP-2C|URCC2	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330292	55667	26058	120799	117520	RP11-513M16.1	-	DENND4C	GIGYF2	C9orf55|C9orf55B|bA513M16.3	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330334	995	26058	107430	117520	-	-	CDC25C	GIGYF2	CDC25|PPP1R60	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330359	9644	26058	115002	117520	-	-	SH3PXD2A	GIGYF2	FISH|SH3MD1|TKS5	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330423	23380	26058	116956	117520	RP11-312O7.2	-	SRGAP2	GIGYF2	ARHGAP34|FNBP2|SRGAP2A|SRGAP3	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330429	4763	26058	110836	117520	-	-	NF1	GIGYF2	NFNS|VRNF|WSS	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
2330480	25776	26058	117311	117520	RP3-508I15.8	-	CBY1	GIGYF2	C22orf2|CBY|HS508I15A|PGEA1|PIGEA-14|PIGEA14|arb1	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Boldt K (2016)	27173435	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
